Date,gold_futures_Open,gold_futures_High,gold_futures_Low,gold_futures_Close,gold_futures_Adj Close,gold_futures_Volume,ZT=F_Open,ZT=F_High,ZT=F_Low,ZT=F_Close,ZT=F_Adj Close,ZT=F_Volume,ZS=F_Open,ZS=F_High,ZS=F_Low,ZS=F_Close,ZS=F_Adj Close,ZS=F_Volume,ZR=F_Open,ZR=F_High,ZR=F_Low,ZR=F_Close,ZR=F_Adj Close,ZR=F_Volume,ZO=F_Open,ZO=F_High,ZO=F_Low,ZO=F_Close,ZO=F_Adj Close,ZO=F_Volume,ZN=F_Open,ZN=F_High,ZN=F_Low,ZN=F_Close,ZN=F_Adj Close,ZN=F_Volume,ZM=F_Open,ZM=F_High,ZM=F_Low,ZM=F_Close,ZM=F_Adj Close,ZM=F_Volume,ZL=F_Open,ZL=F_High,ZL=F_Low,ZL=F_Close,ZL=F_Adj Close,ZL=F_Volume,ZF=F_Open,ZF=F_High,ZF=F_Low,ZF=F_Close,ZF=F_Adj Close,ZF=F_Volume,ZC=F_High,ZC=F_Low,ZC=F_Close,ZC=F_Adj Close,ZC=F_Volume,ZB=F_Open,ZB=F_High,ZB=F_Low,ZB=F_Close,ZB=F_Adj Close,ZB=F_Volume,YM=F_Open,YM=F_High,YM=F_Low,YM=F_Close,YM=F_Adj Close,YM=F_Volume,SIL=F_Open,SIL=F_High,SIL=F_Low,SIL=F_Close,SIL=F_Adj Close,SIL=F_Volume,SI=F_Open,SI=F_High,SI=F_Low,SI=F_Close,SI=F_Adj Close,SI=F_Volume,SB=F_Open,SB=F_High,SB=F_Low,SB=F_Close,SB=F_Adj Close,SB=F_Volume,RTY=F_Open,RTY=F_High,RTY=F_Low,RTY=F_Close,RTY=F_Adj Close,RTY=F_Volume,RB=F_Open,RB=F_High,RB=F_Low,RB=F_Close,RB=F_Adj Close,RB=F_Volume,PL=F_Open,PL=F_High,PL=F_Low,PL=F_Close,PL=F_Adj Close,PL=F_Volume,PA=F_Open,PA=F_High,PA=F_Low,PA=F_Close,PA=F_Adj Close,PA=F_Volume,NQ=F_Open,NQ=F_High,NQ=F_Low,NQ=F_Close,NQ=F_Adj Close,NQ=F_Volume,NG=F_Open,NG=F_High,NG=F_Low,NG=F_Close,NG=F_Adj Close,NG=F_Volume,MGC=F_Open,MGC=F_High,MGC=F_Low,MGC=F_Close,MGC=F_Adj Close,MGC=F_Volume,LE=F_Open,LE=F_High,LE=F_Low,LE=F_Close,LE=F_Adj Close,LE=F_Volume,LBS=F_Open,LBS=F_High,LBS=F_Low,LBS=F_Close,LBS=F_Adj Close,LBS=F_Volume,KE=F_Open,KE=F_High,KE=F_Low,KE=F_Close,KE=F_Adj Close,KE=F_Volume,KC=F_Open,KC=F_High,KC=F_Low,KC=F_Close,KC=F_Adj Close,KC=F_Volume,HO=F_Open,HO=F_High,HO=F_Low,HO=F_Close,HO=F_Adj Close,HO=F_Volume,HG=F_Open,HG=F_High,HG=F_Low,HG=F_Close,HG=F_Adj Close,HG=F_Volume,HE=F_Open,HE=F_High,HE=F_Low,HE=F_Close,HE=F_Adj Close,HE=F_Volume,GF=F_Open,GF=F_High,GF=F_Low,GF=F_Close,GF=F_Adj Close,GF=F_Volume,ES=F_Open,ES=F_High,ES=F_Low,ES=F_Close,ES=F_Adj Close,ES=F_Volume,CT=F_Open,CT=F_High,CT=F_Low,CT=F_Close,CT=F_Adj Close,CT=F_Volume,CL=F_Open,CL=F_High,CL=F_Low,CL=F_Close,CL=F_Adj Close,CL=F_Volume,CC=F_Open,CC=F_High,CC=F_Low,CC=F_Close,CC=F_Adj Close,CC=F_Volume,BZ=F_Open,BZ=F_High,BZ=F_Low,BZ=F_Close,BZ=F_Adj Close,BZ=F_Volume,temperature_2m_mean,sunshine_duration,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,ZC=F_Open_Diff,EMA,RSI,Williams_%R,ZC=F_Open_Diff_absolute
7/11/2018,1253.199951,1253.199951,1242.800049,1242.800049,1242.800049,30,105.84375,105.8828125,105.796875,105.828125,105.828125,308431,840.5,842.25,829.5,829.75,829.75,1166,1181,1181,1181,1181,1181,0,256,256,256,256,256,0,120.234375,120.40625,120.078125,120.25,120.25,1588869,333.5,334.5,331.5,333,333,315,28.85000038,28.85000038,28.32999992,28.32999992,28.32999992,1410,113.546875,113.6484375,113.4296875,113.5546875,113.5546875,798487,337,331.25,331.25,331.25,1533,145.34375,145.75,145.09375,145.46875,145.46875,266218,24752,24805,24611,24689,24689,220425,15.73200035,15.73200035,15.73200035,15.73200035,15.73200035,0,15.73200035,15.73499966,15.73200035,15.73200035,15.73200035,53,11.39000034,11.43000031,11.25,11.28999996,11.28999996,39860,1692.599976,1702.099976,1683.599976,1686.699951,1686.699951,117140,2.169500113,2.169500113,2.052099943,2.061399937,2.061399937,74508,837,837,831,831,831,3,944.4000244,944.4000244,944.4000244,944.4000244,944.4000244,0,7263.5,7290,7204.5,7253.75,7253.75,373366,2.786999941,2.832000017,2.779999971,2.828999996,2.828999996,111015,1256,1257.400024,1241.800049,1244.400024,1244.400024,5043,105.4499969,105.5,102.6999969,103.8499985,103.8499985,47940,559.0999756,563.0999756,542,548,548,189,478,478,463,463,463,42,108.5,109.3499985,108.3499985,109.1999969,109.1999969,8,2.22390008,2.223999977,2.094399929,2.100800037,2.100800037,78495,2.818000078,2.818000078,2.71449995,2.733500004,2.733500004,535,79.80000305,79.94999695,79.34999847,79.77500153,79.77500153,3445,151.8500061,151.8999939,147.8249969,149.3999939,149.3999939,10632,2780.75,2787.75,2765.75,2774,2774,1369176,86.58000183,86.58000183,85.20999908,85.23999786,85.23999786,61,74.19999695,74.26000214,70.01999664,70.37999725,70.37999725,861726,2484,2484,2484,2484,2484,0,78.83000183,78.88999939,73.04000092,73.40000153,73.40000153,48913,33.64217,37636.395,25.809765,49.68,65.633545,22.69,8.35015,-8.25,349.0897451484184,31.82100263141787,-100,0
7/12/2018,1240.900024,1246.699951,1240.900024,1245,1245,7,105.8203125,105.8359375,105.78125,105.796875,105.796875,263582,832.75,833.25,826,830,830,154,1183.5,1183.5,1183.5,1183.5,1183.5,0,256,257.5,256,257.5,257.5,5,120.171875,120.25,120.015625,120.15625,120.15625,998978,334,334.2000122,329.2999878,333.3999939,333.3999939,516,28.29000092,28.29999924,28.17000008,28.17000008,28.17000008,677,113.5,113.5546875,113.390625,113.484375,113.484375,656481,340.75,329.75,336.5,336.5,533,145.34375,145.4375,145,145.28125,145.28125,209476,24710,24927,24680,24894,24894,168031,15.89799976,15.89799976,15.89799976,15.89799976,15.89799976,0,15.86999989,15.93500042,15.86999989,15.89799976,15.89799976,39,11.27999973,11.27999973,10.94999981,11.07999992,11.07999992,62362,1689.900024,1697.900024,1681.599976,1692.300049,1692.300049,110108,2.062000036,2.088799953,2.043800116,2.071700096,2.071700096,69168,842.2999878,842.2999878,842.2999878,842.2999878,842.2999878,24,956.2000122,956.2000122,956.2000122,956.2000122,956.2000122,0,7259.75,7387,7249.5,7382.75,7382.75,304341,2.822000027,2.826999903,2.789000034,2.796999931,2.796999931,114889,1242,1248.800049,1241.300049,1246.599976,1246.599976,3175,104.1750031,106.0749969,104.1750031,105.0250015,105.0250015,38360,540.2000122,588,540.2000122,584,584,287,466.5,471,466.5,470.25,470.25,20,108.6999969,108.6999969,108.6999969,108.6999969,108.6999969,0,2.105099916,2.134599924,2.08100009,2.123100042,2.123100042,68686,2.727999926,2.779999971,2.721999884,2.767999887,2.767999887,551,80.25,80.25,79.875,79.94999695,79.94999695,2583,149.8500061,151.6750031,149.8249969,151.0249939,151.0249939,7705,2776.75,2801,2773.75,2798.5,2798.5,1120424,86.12999725,89.23999786,86.12999725,89.23999786,89.23999786,44,70.59999847,71.23999786,69.23000336,70.33000183,70.33000183,707887,2489,2489,2489,2489,2489,0,73.77999878,75.12999725,72.68000031,74.44999695,74.44999695,46443,33.02758,27392.244,38.833305,57.96,336.81082,17.18,9.931907,-3.75,346.84444579529594,30.01011245316012,-100,0
7/13/2018,1244.699951,1247,1239.599976,1239.599976,1239.599976,2,105.8125,105.84375,105.796875,105.8359375,105.8359375,226230,831.5,831.5,814,814,814,23846,1184,1184,1181.5,1181.5,1181.5,281,258,258,258,258,258,62,120.21875,120.390625,120.125,120.359375,120.359375,822694,332,332,328.7999878,328.7999878,328.7999878,20952,27.79999924,27.79999924,27.79999924,27.79999924,27.79999924,25500,113.546875,113.6484375,113.4765625,113.6328125,113.6328125,530566,332.5,330.25,330.25,330.25,109316,145.40625,145.78125,145.21875,145.6875,145.6875,168390,24903,25028,24869,25004,25004,140813,15.73900032,15.73900032,15.73900032,15.73900032,15.73900032,0,15.90499973,15.90499973,15.71000004,15.73900032,15.73900032,63,11.10000038,11.14000034,10.90999985,10.96000004,10.96000004,54667,1692.800049,1702.699951,1688.800049,1691.599976,1691.599976,92506,2.072099924,2.118099928,2.047499895,2.106699944,2.106699944,74708,826.9000244,830.5999756,826.2000122,826.2000122,826.2000122,5,940.2000122,940.2000122,940.2000122,940.2000122,940.2000122,0,7382,7414.25,7367,7393,7393,279818,2.802000046,2.812000036,2.75,2.752000093,2.752000093,134285,1247.099976,1248.199951,1236.300049,1241.199951,1241.199951,4089,105.25,105.3000031,103.9499969,104.5500031,104.5500031,33582,578.4000244,580.4000244,570,570,570,259,469.25,469.25,469.25,469.25,469.25,23293,108.1500015,108.25,107.1500015,107.0500031,107.0500031,6,2.124000072,2.148799896,2.091799974,2.133399963,2.133399963,59675,2.775000095,2.776499987,2.753000021,2.769999981,2.769999981,681,79.92500305,80.02500153,79.84999847,79.94999695,79.94999695,1659,151.1000061,151.5,150.0500031,150.7250061,150.7250061,5092,2798.5,2807.25,2793.25,2803.25,2803.25,952307,89.75,89.88999939,88.01999664,88.90000153,88.90000153,54,70.37999725,71.66000366,69.83999634,71.01000214,71.01000214,530277,2489,2491,2489,2517,2517,10,74.33000183,75.91999817,73.23000336,75.33000183,75.33000183,27308,30.88175,41661.832,23.803596,39.6,71.593285,23.03,8.012559,0,344.8985196892565,30.01011245316012,-100,0
7/16/2018,1242.699951,1243.800049,1238.099976,1238.099976,1238.099976,2,105.828125,105.8359375,105.765625,105.7890625,105.7890625,249875,818.5,838,810.5,829.5,829.5,28635,1198,1207.5,1198,1204.5,1204.5,337,237,237.5,227.25,231.5,231.5,171,120.390625,120.390625,120,120.171875,120.171875,878760,326.2000122,333.6000061,325.1000061,329.1000061,329.1000061,32830,27.95000076,27.96999931,27.60000038,27.63999939,27.63999939,14908,113.640625,113.640625,113.4140625,113.5078125,113.5078125,612620,345.75,338.75,341.75,341.75,95293,145.71875,145.75,144.71875,145.125,145.125,243217,25025,25090,24962,25041,25041,108198,15.73499966,15.73499966,15.73499966,15.73499966,15.73499966,0,15.72500038,15.73499966,15.72500038,15.73499966,15.73499966,7,10.93000031,11.39000034,10.85999966,11.14000034,11.14000034,69009,1692.400024,1695.5,1674.400024,1683.199951,1683.199951,99564,2.095499992,2.10649991,2.000299931,2.002199888,2.002199888,66567,820.7999878,822.2999878,820.7999878,822.2999878,822.2999878,4,920.9000244,920.9000244,920.9000244,920.9000244,920.9000244,0,7399.5,7413.75,7316,7325,7325,246001,2.765000105,2.778000116,2.734999895,2.759000063,2.759000063,110054,1241.5,1245.699951,1238.400024,1239.699951,1239.699951,2900,105.25,107.5500031,104.8000031,106.9250031,106.9250031,36107,519,527.2000122,515.4000244,519.5999756,519.5999756,341,489.75,492.75,482,484.5,484.5,18996,107.4499969,107.4499969,107.4499969,107.4499969,107.4499969,0,2.125499964,2.136300087,2.051100016,2.05430007,2.05430007,62638,2.773499966,2.779000044,2.74000001,2.756999969,2.756999969,1040,79.92500305,80.02500153,79.72499847,79.75,79.75,16033,151.1750031,153.375,150.2749939,152.375,152.375,6149,2804.75,2809,2795,2796.5,2796.5,801608,89,89.31999969,88.68000031,88.87999725,88.87999725,14,70.51999664,70.87000275,67.58000183,68.05999756,68.05999756,530480,2410,2410,2410,2410,2410,39256,75,75.37000275,71.52999878,71.83999634,71.83999634,27134,33.687996,42279.28,29.888672,47.16,79.77791,23.86,10.539003,7.75,344.24538373068896,38.41093253553048,-61.25,1
7/17/2018,1225.699951,1225.699951,1225.699951,1225.699951,1225.699951,0,105.796875,105.8046875,105.7578125,105.765625,105.765625,156084,833.25,843.5,830,839.5,839.5,37736,1202.5,1204,1193,1201,1201,294,231.25,232.75,229.75,231.5,231.5,56,120.1875,120.25,120.03125,120.125,120.125,818755,330,332.8999939,328.1000061,329.1000061,329.1000061,22678,27.77000046,27.90999985,27.56999969,27.72999954,27.72999954,19614,113.515625,113.546875,113.4375,113.46875,113.46875,453378,348.75,344.25,346.25,346.25,100115,145.1875,145.375,144.875,145.03125,145.03125,168262,25056,25141,24971,25106,25106,139246,15.54599953,15.54599953,15.54599953,15.54599953,15.54599953,0,15.71000004,15.71000004,15.50500011,15.54599953,15.54599953,365,11.14999962,11.21000004,11.01000023,11.13000011,11.13000011,38364,1682.900024,1695.300049,1680.300049,1690.199951,1690.199951,99006,2.006000042,2.028300047,1.998200059,2.02609992,2.02609992,61236,815.7999878,815.7999878,815.7999878,815.7999878,815.7999878,1,916.5999756,916.5999756,916.5999756,916.5999756,916.5999756,0,7320,7436,7292.5,7421.75,7421.75,343273,2.767999887,2.788000107,2.730999947,2.74000001,2.74000001,109351,1240.800049,1245,1226,1227.300049,1227.300049,5585,107.4749985,107.5999985,106.125,106.4250031,106.4250031,20365,517.5999756,526.2000122,505.2999878,514.9000244,514.9000244,541,487,499.5,485,490.75,490.75,22367,106.5500031,106.5500031,106.5500031,105.6999969,105.6999969,45,2.058599949,2.082000017,2.047600031,2.070100069,2.070100069,51755,2.75999999,2.773499966,2.736500025,2.739500046,2.739500046,651,69.72499847,69.97499847,67.72499847,67.90000153,67.90000153,20047,153.1750031,153.1750031,150.875,151.2749939,151.2749939,4982,2795.75,2815.75,2789.75,2811.25,2811.25,1059163,88.66999817,89.34999847,87.94999695,89.19999695,89.19999695,30,68.02999878,68.44000244,67.02999878,68.08000183,68.08000183,440727,2389,2430,2360,2395,2395,21835,71.90000153,72.77999878,71.36000061,72.16000366,72.16000366,28197,32.44633,35730.156,43.38112,78.84,61.080376,22.13,11.488953,5,344.3459992332638,43.15178263738836,-36.25,1
7/18/2018,1226.699951,1226.699951,1222.199951,1226.300049,1226.300049,67,105.7578125,105.7890625,105.75,105.765625,105.765625,155616,839,847.5,834.75,842.25,842.25,18546,1195.5,1200,1171,1182.5,1182.5,287,231,236.5,231,234,234,53,120.109375,120.25,120,120.0625,120.0625,866201,329.1000061,332,327.5,328.2000122,328.2000122,17358,27.72999954,28.10000038,27.72999954,28.06999969,28.06999969,22163,113.453125,113.5390625,113.40625,113.4453125,113.4453125,468092,349,346,347.25,347.25,81867,145.0625,145.34375,144.5625,144.71875,144.71875,186714,25118,25197,25081,25161,25161,108762,15.50300026,15.50300026,15.50300026,15.50300026,15.50300026,0,15.42000008,15.50300026,15.35499954,15.50300026,15.50300026,29,11.09000015,11.18999958,11.03999996,11.07999992,11.07999992,25122,1691.400024,1695.199951,1680.099976,1694.199951,1694.199951,81389,2.013499975,2.057100058,2.003900051,2.044399977,2.044399977,50432,813.7000122,813.7000122,813.7000122,813.7000122,813.7000122,0,909.2000122,909.2000122,909.2000122,909.2000122,909.2000122,0,7424.25,7437.75,7381.5,7404.5,7404.5,267804,2.743999958,2.753999949,2.720000029,2.720999956,2.720999956,111413,1226.800049,1228.900024,1220.800049,1227.900024,1227.900024,3761,106.6750031,109.1500015,106.3499985,108.9499969,108.9499969,26474,503.7999878,506.7999878,499.8999939,499.8999939,499.8999939,179,490.75,497.75,487.25,487.75,487.75,18052,105.8000031,105.8000031,105.8000031,104.5999985,104.5999985,1,2.061300039,2.098500013,2.041699886,2.090300083,2.090300083,50068,2.746999979,2.756500006,2.710000038,2.752000093,2.752000093,663,68.15000153,68.22499847,67.09999847,67.19999695,67.19999695,19236,151.6750031,154.8999939,151.1499939,154.4499969,154.4499969,7169,2813,2818.25,2806.75,2816,2816,860523,88.80000305,89.22000122,88.80000305,88.83000183,88.83000183,6,67.61000061,69.05999756,67.04000092,68.76000214,68.76000214,187313,2397,2402,2321,2337,2337,19502,71.63999939,73.26999664,71.19999695,72.90000153,72.90000153,25625,28.308832,38478.105,33.834255,56.16,83.42441,23.14,8.3734,1.25,344.599866,44.305995039853315,-30,1
7/19/2018,1227.199951,1228,1211.699951,1222.400024,1222.400024,33,105.7734375,105.8359375,105.7265625,105.8125,105.8125,311246,842,846.75,836.75,846,846,26561,1193,1193,1171.5,1186.5,1186.5,200,234.5,235,229,232,232,63,120.078125,120.421875,119.859375,120.296875,120.296875,1757197,328.5,330.2000122,326,328.7999878,328.7999878,29079,28.07999992,28.12000084,27.70999908,27.82999992,27.82999992,20351,113.453125,113.65625,113.3125,113.5859375,113.5859375,924971,352,345,351.25,351.25,81407,144.8125,145.5625,144.375,145.28125,145.28125,288230,25164,25209,25034,25059,25059,141010,15.34000015,15.34000015,15.34000015,15.34000015,15.34000015,0,15.21000004,15.34000015,15.13500023,15.34000015,15.34000015,46,11.07999992,11.10999966,10.93000031,10.97000027,10.97000027,29929,1694.699951,1707.199951,1687,1705.5,1705.5,106212,2.049700022,2.058000088,2.017199993,2.043499947,2.043499947,31256,814.4000244,814.4000244,798,800.5999756,800.5999756,9,873.5999756,873.5999756,873.5999756,873.5999756,873.5999756,0,7400,7416,7354.75,7367.75,7367.75,321505,2.730999947,2.776000023,2.703999996,2.769000053,2.769000053,134437,1228.699951,1229.400024,1211,1224,1224,6610,109.0500031,109.3000031,108.5500031,108.9000015,108.9000015,15514,484.8999939,490.6000061,484.8999939,484.8999939,484.8999939,274,488,497.5,485,496.5,496.5,20080,105.25,105.25,105.25,105.25,105.25,18433,2.092000008,2.109299898,2.066499949,2.09010005,2.09010005,40443,2.755500078,2.755500078,2.669500113,2.686000109,2.686000109,885,67.52500153,68.47499847,66.84999847,67.25,67.25,17311,154.5,154.9250031,153.8000031,154.4499969,154.4499969,4446,2814.5,2818,2800.25,2805.25,2805.25,1082645,88.80999756,88.80999756,88.30000305,88.30000305,88.30000305,12,69,70.16999817,67.80000305,69.45999908,69.45999908,103220,2325,2359,2288,2292,2292,26154,72.98000336,73.80000305,71.83000183,72.58000183,72.58000183,31672,28.496338,42375.793,41.64968,63.36,74.38798,23.76,9.7645,0.75,344.9198838685404,45.02719012063866,-26.25,1
7/20/2018,1229.5,1229.5,1229.5,1229.5,1229.5,0,105.8125,105.828125,105.78125,105.796875,105.796875,260578,846,853.25,841.25,849.75,849.75,26319,1186,1194,1180,1193,1193,199,232,233.5,227.5,233.25,233.25,80,120.328125,120.375,119.953125,119.984375,119.984375,1329203,328.7999878,331.5,326.1000061,326.8999939,326.8999939,22067,27.82999992,28.27000046,27.70999908,28.21999931,28.21999931,25010,113.6015625,113.6328125,113.4453125,113.4765625,113.4765625,735626,355.75,349.75,355.25,355.25,69609,145.40625,145.5,144.125,144.1875,144.1875,307011,25057,25110,24912,25030,25030,141062,15.48999977,15.48999977,15.48999977,15.48999977,15.48999977,0,15.39999962,15.48999977,15.39999962,15.48999977,15.48999977,279,10.93999958,11.26000023,10.93999958,11.11999989,11.11999989,42402,1704.300049,1707.599976,1697.5,1698.900024,1698.900024,101530,2.049099922,2.080800056,2.043499947,2.069000006,2.069000006,35145,825.5,826.5,823.5999756,823.5999756,823.5999756,2,896.2999878,896.2999878,896.2999878,896.2999878,896.2999878,0,7380.25,7413.75,7350.75,7360,7360,302839,2.76699996,2.78399992,2.753999949,2.756999969,2.756999969,92132,1224.5,1232.300049,1215.300049,1231.099976,1231.099976,5522,108.9250031,109.3499985,108.2750015,108.9250031,108.9250031,15819,485.6000061,490,470.2000122,485.7999878,485.7999878,992,497,513,496.5,508.5,508.5,27241,108.3000031,111.0500031,108.0999985,110.6500015,110.6500015,17485,2.092200041,2.11680007,2.084700108,2.10439992,2.10439992,24216,2.679500103,2.749500036,2.679500103,2.746000051,2.746000051,595,66.59999847,67.05000305,65.65000153,66.44999695,66.44999695,12037,154.4250031,154.4250031,152.9750061,153.6750031,153.6750031,4788,2805.5,2810.5,2793,2800.75,2800.75,1013663,88.43000031,88.51999664,86.90000153,87.73999786,87.73999786,33,69.38999939,71.09999847,69.37000275,70.45999908,70.45999908,500967,2306,2337,2280,2322,2322,22930,72.58999634,73.47000122,72.29000092,73.06999969,73.06999969,24861,30.388002,39885.84,25.671307,39.96,83.31658,23.46,10.170056,4.25,345.7638994,49.05318909997611,-5,1
7/23/2018,1222,1224,1222,1224,1224,1,105.796875,105.828125,105.7265625,105.734375,105.734375,270162,853.25,854.75,847.25,847.75,847.75,31905,1189,1200,1188,1199,1199,252,232.75,233.5,229.25,231.5,231.5,51,120.015625,120.109375,119.453125,119.484375,119.484375,1631269,328.5,330.3999939,326.6000061,328,328,22184,28.23999977,28.30999947,27.95999908,27.96999931,27.96999931,17297,113.484375,113.546875,113.171875,113.1796875,113.1796875,854139,358.5,354.5,357.25,357.25,75399,144.3125,144.375,142.78125,142.8125,142.8125,356295,25088,25088,24952,25033,25033,114420,15.36800003,15.36800003,15.36800003,15.36800003,15.36800003,0,15.50500011,15.50500011,15.35499954,15.36800003,15.36800003,15,11.18000031,11.30000019,11.01000023,11.07999992,11.07999992,39710,1699.699951,1705.699951,1691.900024,1702.699951,1702.699951,77532,2.065000057,2.104300022,2.055599928,2.091399908,2.091399908,33185,825.7999878,825.7999878,825.7999878,825.7999878,825.7999878,3,910,910,910,910,910,0,7368,7432.75,7311.5,7430.5,7430.5,287213,2.736999989,2.740999937,2.713000059,2.720999956,2.720999956,109970,1232.099976,1235.099976,1222.300049,1225.599976,1225.599976,5092,109.3499985,109.4000015,108.4499969,108.7249985,108.7249985,14627,485.8999939,486.2999878,471.5,477.2999878,477.2999878,411,509.25,518,506.25,510.75,510.75,31260,111.0500031,113,110.6999969,111.6500015,111.6500015,24451,2.097500086,2.141400099,2.09559989,2.118000031,2.118000031,21839,2.748500109,2.749000072,2.730000019,2.736999989,2.736999989,779,66.5,67.125,66.32499695,66.42500305,66.42500305,11369,153.7250061,153.7250061,152.8000031,153.25,153.25,4278,2805.25,2812.5,2792.5,2812,2812,812481,87.47000122,87.62000275,87.23999786,87.47000122,87.47000122,5,68.16999817,69.30999756,67.59999847,67.88999939,67.88999939,555915,2330,2335,2276,2299,2299,24398,72.91999817,74.48999786,72.52999878,73.05999756,73.05999756,29479,36.890083,38592.75,23.838959,37.8,74.78586,23.21,10.665976,4.75,347.12871277237036,53.180278821499414,0,1
7/24/2018,1223.900024,1223.900024,1223.900024,1223.900024,1223.900024,0,105.734375,105.765625,105.7109375,105.734375,105.734375,341656,844,862.75,842.5,858,858,39163,1197.5,1208,1197,1205.5,1205.5,429,231.5,231.5,229,230.5,230.5,57,119.5625,119.640625,119.390625,119.5625,119.5625,1311962,327.8999939,330,326.1000061,328.8999939,328.8999939,26907,27.97999954,28.28000069,27.86000061,28.23999977,28.23999977,12579,113.2265625,113.2890625,113.140625,113.21875,113.21875,755153,356.5,351.5,352,352,105606,143,143.25,142.65625,143.1875,143.1875,298123,25027,25268,25022,25214,25214,183688,15.4630003,15.4630003,15.4630003,15.4630003,15.4630003,0,15.34500027,15.49499989,15.34500027,15.4630003,15.4630003,65,11.07999992,11.26000023,11.07999992,11.18999958,11.18999958,25623,1701.900024,1711.800049,1676.099976,1682.199951,1682.199951,123494,2.09100008,2.123899937,2.085599899,2.09559989,2.09559989,43705,829.5999756,829.5999756,829.5999756,829.5999756,829.5999756,5,916,916,916,916,916,0,7420.25,7489.75,7386.75,7416.25,7416.25,406774,2.72300005,2.743999958,2.710000038,2.732000113,2.732000113,78517,1223.900024,1229.699951,1218.300049,1225.5,1225.5,4892,108.8499985,108.8499985,107.6999969,108.0500031,108.0500031,12413,480,492.2999878,475.1000061,488.5,488.5,380,509,516,502.25,509.75,509.75,30464,111.75,113.1999969,110.1500015,110.9499969,110.9499969,22248,2.119499922,2.151400089,2.114300013,2.132600069,2.132600069,28966,2.736500025,2.799999952,2.736500025,2.799999952,2.799999952,371,66.52500153,66.82499695,65.30000305,65.55000305,65.55000305,12182,153.3249969,153.6000061,152.2250061,152.75,152.75,5584,2810.5,2831.25,2810.25,2821,2821,1347688,87.93000031,87.93000031,87.45999908,87.31999969,87.31999969,6,67.80000305,69.05000305,67.55999756,68.51999664,68.51999664,524591,2291,2302,2246,2257,2257,17781,73,74.01000214,72.68000031,73.44000244,73.44000244,21747,35.038002,39413.28,39.47708,57.96,62.77485,21.43,11.735549,-0.75,348.21155106938767,52.45769464903944,-3.157894737,0
7/25/2018,1231.400024,1231.400024,1231.400024,1231.400024,1231.400024,0,105.7265625,105.75,105.671875,105.71875,105.71875,375997,860,863,852,860.75,860.75,33013,1204.5,1206.5,1201,1204.5,1204.5,148,230,233,229.5,232.25,232.25,95,119.546875,119.703125,119.328125,119.65625,119.65625,1673593,328.8999939,331.1000061,327.3999939,330,330,20900,28.25,28.46999931,28.17000008,28.40999985,28.40999985,22199,113.1953125,113.265625,113.078125,113.25,113.25,989547,360,352,359.25,359.25,121593,143.125,143.59375,142.625,143.40625,143.40625,332132,25216,25451,25088,25403,25403,183826,15.53299999,15.53299999,15.53299999,15.53299999,15.53299999,0,15.43500042,15.53299999,15.43500042,15.53299999,15.53299999,48,11.22999954,11.35000038,11.09000015,11.18999958,11.18999958,47596,1680,1691,1674.800049,1689.800049,1689.800049,116069,2.109400034,2.12770009,2.092000008,2.123100042,2.123100042,32011,833.7999878,833.7999878,833.7999878,833.7999878,833.7999878,6,935.7000122,935.7000122,935.7000122,935.7000122,935.7000122,0,7410.5,7530,7397,7469.5,7469.5,351372,2.739000082,2.779999971,2.734999895,2.775000095,2.775000095,45441,1224.400024,1234.300049,1223.199951,1231.800049,1231.800049,5024,108.25,109.6750031,107.75,109.0250015,109.0250015,11857,495.2999878,498.8999939,483.8999939,493.2999878,493.2999878,399,510,544.75,510,540.75,540.75,51160,111.0500031,112,109.9000015,111,111,13358,2.138499975,2.158699989,2.130000114,2.151200056,2.151200056,29411,2.792999983,2.843499899,2.792999983,2.805999994,2.805999994,684,66.09999847,66.75,65.57499695,66.40000153,66.40000153,5724,152.7749939,153.125,151.8500061,152.8249969,152.8249969,4676,2819.25,2849.5,2814,2841.25,2841.25,1302896,88.91999817,89.37999725,88.61000061,88.80000305,88.80000305,27,68.76999664,69.69999695,68.19999695,69.30000305,69.30000305,622913,2243,2271,2233,2245,2245,17556,73.66000366,74.30000305,73.08000183,73.93000031,73.93000031,25329,29.667168,38172.426,51.782467,79.92,50.28021,21.56,12.595358,-3,348.7500109268027,49.55709146932921,-15.78947368,0
